"CCRYP_KC8782" "CDUBI_KC8779" "CDUBI_KC8780" "CDUBI_KC8781" "CGRAY_KC8769" "CGRAY_KC8770" "CGRAY_KC8771" "CHAMU_KC8582" "CHAMU_KC8601" "CHAMU_KC8602" "CNERT_KC8482" "CNERT_KC8483" "CNERT_KC8484" "CRUST_KC8774" "CRUST_KC8775" "CSETO_KC8659" "CSETO_KC8660" "CSETO_KC8661" "CTENE_KC8583" "CTENE_KC8585" "CTENE_KC8587" "OAUST_KC8577" "OAUST_KC8579" "OAUST_KC8580" "OINCO_KC8597" "OINCO_KC8598" "PFALL_KC8497" "PFALL_KC8498" "PFALL_KC8499" "PHORS_KC8784" "PHORS_KC8785" "PLUCI_KC8540" "PLUCI_KC8783" "PPALL_KC8786"
"OG0002015" 6746 4533 4533 4533 8822 8822 8822 3018 3018 3018 1307 1307 1307 2469 2469 6589 6589 6589 4474 4474 4474 5710 5710 5710 6517 6517 2583 2583 2583 3256 3256 5262 5262 8454
"OG0002016" 4132 8911 8911 8911 12116 12116 12116 4647 4647 4647 7289 7289 7289 23865 23865 4914 4914 4914 6586 6586 6586 5583 5583 5583 7143 7143 9173 9173 9173 13741 13741 13711 13711 3872
"OG0002017" 6370 5142 5142 5142 2998 2998 2998 2063 2063 2063 6423 6423 6423 8356 8356 3060 3060 3060 3684 3684 3684 3766 3766 3766 3990 3990 6430 6430 6430 3015 3015 2967 2967 2985
"OG0002018" 5383 2966 2966 2966 10050 10050 10050 3227 3227 3227 4777 4777 4777 1913 1913 2414 2414 2414 6692 6692 6692 10858 10858 10858 9689 9689 5387 5387 5387 10131 10131 11187 11187 2773
"OG0002019" 5236 15230 15230 15230 14118 14118 14118 7221 7221 7221 8787 8787 8787 12906 12906 4813 4813 4813 5145 5145 5145 14310 14310 14310 24360 24360 6544 6544 6544 13183 13183 9977 9977 12545
"OG0002020" 1808 13810 13810 13810 9979 9979 9979 3269 3269 3269 4670 4670 4670 10336 10336 3136 3136 3136 16355 16355 16355 30968 30968 30968 17283 17283 4475 4475 4475 9703 9703 5852 5852 2744
"OG0002022" 4342 1302 1302 1302 301 301 301 957 957 957 613 613 613 560 560 3155 3155 3155 3524 3524 3524 1632 1632 1632 3912 3912 2247 2247 2247 7090 7090 2721 2721 5952
"OG0002023" 5627 3802 3802 3802 14820 14820 14820 7643 7643 7643 9998 9998 9998 15030 15030 11192 11192 11192 6752 6752 6752 11522 11522 11522 3269 3269 9041 9041 9041 10512 10512 7513 7513 4077
"OG0002039" 374 4801 4801 4801 9160 9160 9160 4747 4747 4747 5640 5640 5640 26847 26847 5684 5684 5684 8211 8211 8211 7233 7233 7233 5859 5859 3901 3901 3901 1308 1308 5436 5436 1812
"OG0002040" 1427 2040 2040 2040 5927 5927 5927 1375 1375 1375 3256 3256 3256 5496 5496 5244 5244 5244 1549 1549 1549 2916 2916 2916 4620 4620 618 618 618 6516 6516 9346 9346 1158
"OG0002041" 1939 1705 1705 1705 843 843 843 2481 2481 2481 2835 2835 2835 1624 1624 9592 9592 9592 1635 1635 1635 1505 1505 1505 2742 2742 2354 2354 2354 3031 3031 2553 2553 3611
"OG0002043" 1171 5092 5092 5092 6531 6531 6531 708 708 708 2794 2794 2794 1982 1982 1433 1433 1433 4283 4283 4283 4132 4132 4132 8478 8478 1838 1838 1838 3007 3007 2379 2379 853
"OG0002044" 312 3186 3186 3186 6797 6797 6797 472 472 472 2682 2682 2682 6418 6418 384 384 384 5089 5089 5089 1405 1405 1405 3765 3765 6355 6355 6355 761 761 3626 3626 405
"OG0002045" 348 14389 14389 14389 6830 6830 6830 894 894 894 10747 10747 10747 15325 15325 2317 2317 2317 9964 9964 9964 3597 3597 3597 13470 13470 5208 5208 5208 3765 3765 9712 9712 1067
"OG0002046" 300 1869 1869 1869 1853 1853 1853 1624 1624 1624 3283 3283 3283 299 299 1868 1868 1868 13692 13692 13692 4708 4708 4708 29932 29932 1083 1083 1083 1148 1148 2269 2269 603
"OG0002047" 1933 3260 3260 3260 4615 4615 4615 2348 2348 2348 4527 4527 4527 2576 2576 2077 2077 2077 3356 3356 3356 2583 2583 2583 12518 12518 2786 2786 2786 2734 2734 5411 5411 1638
"OG0002049" 334 3119 3119 3119 2880 2880 2880 998 998 998 4489 4489 4489 1142 1142 1031 1031 1031 1460 1460 1460 4110 4110 4110 8670 8670 381 381 381 2464 2464 1800 1800 299
"OG0002050" 1074 5939 5939 5939 4437 4437 4437 1773 1773 1773 1713 1713 1713 3199 3199 2588 2588 2588 4293 4293 4293 3713 3713 3713 27366 27366 2149 2149 2149 3315 3315 6072 6072 717
"OG0002051" 1823 3173 3173 3173 6197 6197 6197 1520 1520 1520 3438 3438 3438 1997 1997 466 466 466 3055 3055 3055 3613 3613 3613 22711 22711 372 372 372 1668 1668 1671 1671 1226
"OG0002052" 1054 4921 4921 4921 10796 10796 10796 1828 1828 1828 15011 15011 15011 4730 4730 7195 7195 7195 9452 9452 9452 9756 9756 9756 15013 15013 1820 1820 1820 2428 2428 4052 4052 3716
"OG0002053" 867 4048 4048 4048 3970 3970 3970 2465 2465 2465 5552 5552 5552 2046 2046 2086 2086 2086 2984 2984 2984 3433 3433 3433 8355 8355 4285 4285 4285 893 893 5531 5531 1249
"OG0002055" 664 8061 8061 8061 2636 2636 2636 376 376 376 5075 5075 5075 9389 9389 2721 2721 2721 6902 6902 6902 12674 12674 12674 7175 7175 792 792 792 4441 4441 3672 3672 4958
"OG0002057" 385 467 467 467 3911 3911 3911 3202 3202 3202 724 724 724 6235 6235 514 514 514 2189 2189 2189 8433 8433 8433 2080 2080 1494 1494 1494 1964 1964 3562 3562 1008
"OG0002058" 2873 7759 7759 7759 9077 9077 9077 3790 3790 3790 6202 6202 6202 6630 6630 3774 3774 3774 11831 11831 11831 9322 9322 9322 9503 9503 3626 3626 3626 4713 4713 6953 6953 4561
"OG0002059" 382 2345 2345 2345 3850 3850 3850 6208 6208 6208 5189 5189 5189 2264 2264 2230 2230 2230 8233 8233 8233 7699 7699 7699 10758 10758 1775 1775 1775 491 491 2372 2372 576
"OG0002060" 2114 3107 3107 3107 5205 5205 5205 737 737 737 2900 2900 2900 4559 4559 3912 3912 3912 3543 3543 3543 2663 2663 2663 8341 8341 2246 2246 2246 2105 2105 2714 2714 1019
"OG0002061" 435 7601 7601 7601 6887 6887 6887 1188 1188 1188 7336 7336 7336 3980 3980 1961 1961 1961 3777 3777 3777 5629 5629 5629 8731 8731 846 846 846 2211 2211 1951 1951 802
"OG0002062" 2107 2944 2944 2944 15036 15036 15036 1523 1523 1523 5288 5288 5288 13048 13048 2219 2219 2219 5506 5506 5506 17543 17543 17543 5795 5795 9627 9627 9627 2520 2520 18239 18239 3936
"OG0002063" 378 5290 5290 5290 6977 6977 6977 341 341 341 2205 2205 2205 1807 1807 2136 2136 2136 6852 6852 6852 4787 4787 4787 4169 4169 2388 2388 2388 1567 1567 2059 2059 376
"OG0002064" 400 1806 1806 1806 6544 6544 6544 1594 1594 1594 1716 1716 1716 491 491 446 446 446 3516 3516 3516 5466 5466 5466 9316 9316 375 375 375 1635 1635 5146 5146 562
"OG0002065" 841 3776 3776 3776 10403 10403 10403 2844 2844 2844 6304 6304 6304 3050 3050 3159 3159 3159 14948 14948 14948 11291 11291 11291 15206 15206 6887 6887 6887 2430 2430 9596 9596 419
"OG0002066" 1123 2964 2964 2964 4614 4614 4614 1505 1505 1505 3425 3425 3425 455 455 3067 3067 3067 4538 4538 4538 3360 3360 3360 5750 5750 2696 2696 2696 1863 1863 7083 7083 1213
"OG0002067" 1595 3120 3120 3120 3082 3082 3082 1087 1087 1087 4385 4385 4385 2302 2302 2252 2252 2252 3580 3580 3580 3511 3511 3511 6595 6595 2074 2074 2074 1646 1646 2568 2568 2624
"OG0002069" 600 3640 3640 3640 2622 2622 2622 6296 6296 6296 1164 1164 1164 2865 2865 3399 3399 3399 4208 4208 4208 4760 4760 4760 7853 7853 3002 3002 3002 642 642 1128 1128 1036
"OG0002070" 362 8368 8368 8368 4818 4818 4818 869 869 869 8225 8225 8225 1514 1514 2362 2362 2362 4622 4622 4622 3817 3817 3817 4629 4629 2095 2095 2095 2980 2980 4568 4568 1567
"OG0002071" 1337 4575 4575 4575 4985 4985 4985 2540 2540 2540 4791 4791 4791 5122 5122 2539 2539 2539 4916 4916 4916 5897 5897 5897 9693 9693 1668 1668 1668 5858 5858 4279 4279 3033
"OG0002072" 1085 5261 5261 5261 8697 8697 8697 1933 1933 1933 2765 2765 2765 7338 7338 1975 1975 1975 4546 4546 4546 12206 12206 12206 10360 10360 1783 1783 1783 5990 5990 23384 23384 2426
"OG0002073" 3045 7497 7497 7497 5777 5777 5777 1578 1578 1578 5739 5739 5739 4862 4862 3004 3004 3004 11911 11911 11911 11214 11214 11214 9989 9989 3374 3374 3374 4227 4227 9273 9273 2353
"OG0002074" 980 5351 5351 5351 20340 20340 20340 1304 1304 1304 14975 14975 14975 6612 6612 2552 2552 2552 6406 6406 6406 8230 8230 8230 9825 9825 2725 2725 2725 2897 2897 4879 4879 1345
"OG0002075" 1606 3155 3155 3155 10280 10280 10280 2080 2080 2080 3968 3968 3968 2079 2079 1779 1779 1779 3901 3901 3901 5101 5101 5101 15968 15968 977 977 977 1965 1965 4785 4785 2599
"OG0002077" 2282 5593 5593 5593 8927 8927 8927 1269 1269 1269 14778 14778 14778 6515 6515 5088 5088 5088 7699 7699 7699 16867 16867 16867 16133 16133 1512 1512 1512 2065 2065 4670 4670 1110
"OG0002078" 908 7704 7704 7704 12550 12550 12550 1826 1826 1826 5521 5521 5521 3758 3758 3264 3264 3264 2407 2407 2407 3274 3274 3274 3358 3358 4798 4798 4798 2217 2217 3259 3259 947
"OG0002079" 2121 5799 5799 5799 15390 15390 15390 612 612 612 6631 6631 6631 2609 2609 1633 1633 1633 8091 8091 8091 5546 5546 5546 38278 38278 1998 1998 1998 15250 15250 4787 4787 1447
"OG0002080" 325 5682 5682 5682 13033 13033 13033 7728 7728 7728 12694 12694 12694 330 330 873 873 873 3578 3578 3578 11133 11133 11133 7184 7184 1165 1165 1165 7225 7225 3613 3613 707
"OG0002081" 1140 2017 2017 2017 8577 8577 8577 6830 6830 6830 14925 14925 14925 9608 9608 5588 5588 5588 14342 14342 14342 7098 7098 7098 5845 5845 8231 8231 8231 7808 7808 17607 17607 1081
"OG0002082" 577 6612 6612 6612 5303 5303 5303 2369 2369 2369 5007 5007 5007 2425 2425 8738 8738 8738 8423 8423 8423 7482 7482 7482 4987 4987 7378 7378 7378 5455 5455 6270 6270 2911
"OG0002084" 2909 4272 4272 4272 3457 3457 3457 477 477 477 1134 1134 1134 1856 1856 974 974 974 2397 2397 2397 5413 5413 5413 15032 15032 814 814 814 953 953 1672 1672 1685
"OG0002085" 427 6825 6825 6825 32527 32527 32527 440 440 440 3383 3383 3383 15024 15024 415 415 415 13585 13585 13585 13059 13059 13059 5778 5778 2423 2423 2423 4888 4888 5660 5660 427
"OG0002086" 642 5184 5184 5184 9046 9046 9046 332 332 332 4906 4906 4906 7596 7596 1025 1025 1025 4093 4093 4093 4955 4955 4955 4077 4077 3816 3816 3816 1440 1440 6625 6625 1330
"OG0002087" 1358 4284 4284 4284 13700 13700 13700 2683 2683 2683 4893 4893 4893 3558 3558 3974 3974 3974 5764 5764 5764 6299 6299 6299 5962 5962 3368 3368 3368 11784 11784 4294 4294 1672
"OG0002088" 1711 5377 5377 5377 741 741 741 2888 2888 2888 7304 7304 7304 1643 1643 3057 3057 3057 985 985 985 1007 1007 1007 2167 2167 2236 2236 2236 2841 2841 16189 16189 1642
"OG0002089" 1195 2647 2647 2647 3341 3341 3341 2030 2030 2030 5009 5009 5009 1804 1804 3271 3271 3271 2573 2573 2573 1953 1953 1953 3009 3009 3375 3375 3375 3799 3799 3093 3093 1065
"OG0002091" 1797 2685 2685 2685 2302 2302 2302 416 416 416 13253 13253 13253 2400 2400 1211 1211 1211 1546 1546 1546 1088 1088 1088 7153 7153 374 374 374 2206 2206 1435 1435 1352
"OG0002092" 632 4031 4031 4031 10768 10768 10768 1136 1136 1136 2371 2371 2371 3684 3684 1038 1038 1038 6109 6109 6109 5559 5559 5559 16030 16030 1662 1662 1662 1524 1524 1550 1550 435
"OG0002093" 1603 9592 9592 9592 10370 10370 10370 1273 1273 1273 470 470 470 2842 2842 1548 1548 1548 2482 2482 2482 4640 4640 4640 5311 5311 1235 1235 1235 2514 2514 2643 2643 1185
"OG0002094" 1599 5817 5817 5817 15073 15073 15073 789 789 789 5506 5506 5506 13132 13132 1027 1027 1027 5436 5436 5436 5903 5903 5903 11745 11745 6522 6522 6522 11904 11904 6549 6549 2108
"OG0002095" 926 2661 2661 2661 3177 3177 3177 1513 1513 1513 3860 3860 3860 1134 1134 2042 2042 2042 2703 2703 2703 3429 3429 3429 2817 2817 2777 2777 2777 2799 2799 2181 2181 2262
"OG0002096" 4093 6360 6360 6360 3193 3193 3193 2430 2430 2430 3168 3168 3168 2230 2230 3704 3704 3704 3306 3306 3306 7588 7588 7588 13902 13902 15096 15096 15096 4407 4407 4461 4461 1452
"OG0002097" 3046 5209 5209 5209 6510 6510 6510 4853 4853 4853 5229 5229 5229 3026 3026 3821 3821 3821 7040 7040 7040 5173 5173 5173 6826 6826 2301 2301 2301 5920 5920 5177 5177 5513
"OG0002098" 2943 956 956 956 2397 2397 2397 12452 12452 12452 1738 1738 1738 2148 2148 2734 2734 2734 4364 4364 4364 1900 1900 1900 5766 5766 695 695 695 558 558 1921 1921 2155
"OG0002099" 1543 3092 3092 3092 4763 4763 4763 355 355 355 2014 2014 2014 1907 1907 1984 1984 1984 3883 3883 3883 8749 8749 8749 9882 9882 1333 1333 1333 3119 3119 5857 5857 1197
"OG0002100" 2774 11764 11764 11764 12772 12772 12772 9994 9994 9994 3361 3361 3361 1355 1355 3220 3220 3220 19232 19232 19232 9314 9314 9314 31348 31348 1484 1484 1484 8928 8928 5091 5091 1037
"OG0002101" 13061 8756 8756 8756 10239 10239 10239 5355 5355 5355 3063 3063 3063 11352 11352 5286 5286 5286 5172 5172 5172 11688 11688 11688 24068 24068 6952 6952 6952 5071 5071 10998 10998 12435
"OG0002102" 1910 6157 6157 6157 8607 8607 8607 2829 2829 2829 6314 6314 6314 2252 2252 1427 1427 1427 17578 17578 17578 11155 11155 11155 25418 25418 5434 5434 5434 5660 5660 10130 10130 4462
"OG0002103" 1734 2272 2272 2272 1966 1966 1966 7349 7349 7349 344 344 344 4675 4675 4779 4779 4779 5359 5359 5359 14546 14546 14546 3190 3190 2552 2552 2552 1121 1121 1080 1080 1397
"OG0002104" 6485 5532 5532 5532 5492 5492 5492 18566 18566 18566 4284 4284 4284 16173 16173 6780 6780 6780 10543 10543 10543 5560 5560 5560 21794 21794 12965 12965 12965 8944 8944 12657 12657 8078
"OG0002105" 9607 2728 2728 2728 4676 4676 4676 1824 1824 1824 4503 4503 4503 2010 2010 4993 4993 4993 3097 3097 3097 2626 2626 2626 7941 7941 1603 1603 1603 2763 2763 4443 4443 3789
"OG0002106" 1891 2917 2917 2917 5458 5458 5458 1959 1959 1959 8443 8443 8443 2099 2099 3318 3318 3318 6743 6743 6743 10166 10166 10166 5628 5628 2019 2019 2019 5368 5368 6094 6094 2157
"OG0002108" 6745 2973 2973 2973 3029 3029 3029 2738 2738 2738 3106 3106 3106 2094 2094 3986 3986 3986 3698 3698 3698 2067 2067 2067 6223 6223 950 950 950 10084 10084 5433 5433 3355
"OG0002109" 1395 7637 7637 7637 6647 6647 6647 1872 1872 1872 7825 7825 7825 7990 7990 2920 2920 2920 2052 2052 2052 7587 7587 7587 24718 24718 2088 2088 2088 7229 7229 7040 7040 1711
"OG0002110" 4145 8098 8098 8098 9122 9122 9122 1865 1865 1865 6054 6054 6054 4537 4537 7717 7717 7717 4331 4331 4331 4279 4279 4279 3262 3262 3285 3285 3285 3999 3999 8284 8284 7865
"OG0002111" 2620 8637 8637 8637 5445 5445 5445 3508 3508 3508 20443 20443 20443 12256 12256 1804 1804 1804 11032 11032 11032 10131 10131 10131 27861 27861 2846 2846 2846 4616 4616 11824 11824 2474
"OG0002114" 2040 4379 4379 4379 16559 16559 16559 2945 2945 2945 26455 26455 26455 22489 22489 1426 1426 1426 10448 10448 10448 48606 48606 48606 12031 12031 1678 1678 1678 16152 16152 12077 12077 1885
"OG0002116" 7211 4828 4828 4828 13139 13139 13139 8291 8291 8291 8884 8884 8884 12301 12301 8818 8818 8818 13323 13323 13323 8098 8098 8098 13470 13470 1702 1702 1702 10519 10519 3329 3329 8632
"OG0002117" 2715 3205 3205 3205 2371 2371 2371 3015 3015 3015 6354 6354 6354 10191 10191 4393 4393 4393 9525 9525 9525 1492 1492 1492 3713 3713 5490 5490 5490 2331 2331 2865 2865 2619
"OG0002119" 2092 6455 6455 6455 7747 7747 7747 2699 2699 2699 4416 4416 4416 5349 5349 1922 1922 1922 7525 7525 7525 6640 6640 6640 19281 19281 1972 1972 1972 6276 6276 5946 5946 5803
"OG0002120" 2758 5410 5410 5410 4475 4475 4475 892 892 892 1575 1575 1575 7937 7937 3093 3093 3093 1986 1986 1986 4374 4374 4374 10656 10656 5106 5106 5106 5473 5473 3526 3526 1428
"OG0002123" 5899 12773 12773 12773 4330 4330 4330 2619 2619 2619 8309 8309 8309 8689 8689 4645 4645 4645 8990 8990 8990 4414 4414 4414 12774 12774 6572 6572 6572 11659 11659 10917 10917 3394
"OG0002124" 7875 9105 9105 9105 13550 13550 13550 4579 4579 4579 10414 10414 10414 6964 6964 11049 11049 11049 1923 1923 1923 1762 1762 1762 7311 7311 7504 7504 7504 8197 8197 5069 5069 1171
"OG0002127" 4890 13505 13505 13505 12145 12145 12145 8590 8590 8590 23952 23952 23952 22675 22675 12483 12483 12483 30934 30934 30934 13621 13621 13621 12582 12582 19529 19529 19529 12616 12616 47738 47738 3685
"OG0002128" 606 5114 5114 5114 7833 7833 7833 304 304 304 1602 1602 1602 19508 19508 1070 1070 1070 3291 3291 3291 1064 1064 1064 5198 5198 5185 5185 5185 2086 2086 1781 1781 558
"OG0002129" 5874 4471 4471 4471 7092 7092 7092 4063 4063 4063 6541 6541 6541 11929 11929 7691 7691 7691 11533 11533 11533 5903 5903 5903 12317 12317 5257 5257 5257 9417 9417 9481 9481 6907
"OG0002149" 1642 4455 4455 4455 5109 5109 5109 2921 2921 2921 7992 7992 7992 4288 4288 4148 4148 4148 6540 6540 6540 8010 8010 8010 12628 12628 4477 4477 4477 4665 4665 8857 8857 2539
"OG0002150" 1608 7770 7770 7770 11082 11082 11082 3999 3999 3999 5991 5991 5991 6065 6065 4700 4700 4700 7410 7410 7410 3943 3943 3943 8985 8985 1026 1026 1026 1071 1071 5071 5071 1432
"OG0002152" 326 4534 4534 4534 8343 8343 8343 1093 1093 1093 5363 5363 5363 1086 1086 2180 2180 2180 5335 5335 5335 4684 4684 4684 9828 9828 963 963 963 4442 4442 5440 5440 823
"OG0002154" 723 4392 4392 4392 2271 2271 2271 400 400 400 2175 2175 2175 325 325 802 802 802 6311 6311 6311 3606 3606 3606 4298 4298 2577 2577 2577 908 908 1799 1799 324
"OG0002155" 1719 2963 2963 2963 12960 12960 12960 902 902 902 9832 9832 9832 11379 11379 1103 1103 1103 7256 7256 7256 7616 7616 7616 29356 29356 711 711 711 11364 11364 1685 1685 892
"OG0002156" 770 4845 4845 4845 7728 7728 7728 1909 1909 1909 7543 7543 7543 4682 4682 3236 3236 3236 11459 11459 11459 11406 11406 11406 24246 24246 2572 2572 2572 8047 8047 9874 9874 1675
"OG0002157" 430 1725 1725 1725 1692 1692 1692 2489 2489 2489 1105 1105 1105 1875 1875 1751 1751 1751 2285 2285 2285 6731 6731 6731 3861 3861 3175 3175 3175 1358 1358 1578 1578 557
"OG0002159" 658 3344 3344 3344 10065 10065 10065 427 427 427 7040 7040 7040 2644 2644 1518 1518 1518 2330 2330 2330 8411 8411 8411 11884 11884 2893 2893 2893 4189 4189 5443 5443 457
"OG0002161" 1394 6541 6541 6541 4149 4149 4149 4012 4012 4012 7939 7939 7939 5505 5505 1501 1501 1501 6138 6138 6138 5502 5502 5502 8668 8668 2492 2492 2492 739 739 2357 2357 1143
"OG0002162" 1664 4349 4349 4349 8874 8874 8874 1670 1670 1670 6271 6271 6271 1044 1044 3855 3855 3855 13333 13333 13333 8767 8767 8767 12664 12664 2450 2450 2450 2372 2372 3536 3536 1154
"OG0002163" 720 3040 3040 3040 9272 9272 9272 4319 4319 4319 14413 14413 14413 6290 6290 2716 2716 2716 5010 5010 5010 7706 7706 7706 10765 10765 4838 4838 4838 3619 3619 5497 5497 941
"OG0002164" 300 9445 9445 9445 6197 6197 6197 6007 6007 6007 6145 6145 6145 3534 3534 2673 2673 2673 3544 3544 3544 14409 14409 14409 13594 13594 2226 2226 2226 1979 1979 3451 3451 586
"OG0002165" 674 6740 6740 6740 4333 4333 4333 954 954 954 3802 3802 3802 2435 2435 621 621 621 3429 3429 3429 2852 2852 2852 10516 10516 5295 5295 5295 5174 5174 2605 2605 1074
"OG0002166" 1380 3384 3384 3384 14310 14310 14310 2503 2503 2503 8908 8908 8908 3620 3620 5429 5429 5429 4854 4854 4854 8286 8286 8286 28771 28771 3702 3702 3702 3002 3002 4488 4488 674
"OG0002167" 2317 4426 4426 4426 3321 3321 3321 2948 2948 2948 6657 6657 6657 2581 2581 2705 2705 2705 4215 4215 4215 11829 11829 11829 6464 6464 2303 2303 2303 6129 6129 5188 5188 1613
"OG0002168" 1589 3626 3626 3626 3254 3254 3254 2256 2256 2256 7542 7542 7542 1679 1679 2081 2081 2081 7008 7008 7008 4075 4075 4075 16344 16344 1815 1815 1815 4103 4103 12353 12353 2387
"OG0002169" 1513 2730 2730 2730 7104 7104 7104 3013 3013 3013 2962 2962 2962 2427 2427 4788 4788 4788 2396 2396 2396 3307 3307 3307 4536 4536 4936 4936 4936 3083 3083 2227 2227 837
"OG0002170" 1313 2668 2668 2668 3207 3207 3207 1526 1526 1526 3111 3111 3111 941 941 2806 2806 2806 7576 7576 7576 7785 7785 7785 2664 2664 2048 2048 2048 1933 1933 3514 3514 351
"OG0002172" 2333 11310 11310 11310 7429 7429 7429 1315 1315 1315 3554 3554 3554 20565 20565 2877 2877 2877 6396 6396 6396 14229 14229 14229 13183 13183 9154 9154 9154 2740 2740 4930 4930 1980
"OG0002174" 512 1859 1859 1859 4885 4885 4885 333 333 333 3466 3466 3466 3917 3917 466 466 466 3936 3936 3936 3108 3108 3108 8946 8946 3255 3255 3255 4357 4357 3552 3552 1278
"OG0002175" 395 3588 3588 3588 12434 12434 12434 638 638 638 4500 4500 4500 5157 5157 1784 1784 1784 5834 5834 5834 4443 4443 4443 2501 2501 3898 3898 3898 5227 5227 10217 10217 2812
"OG0002179" 1005 9004 9004 9004 8647 8647 8647 7164 7164 7164 6305 6305 6305 1656 1656 11626 11626 11626 3630 3630 3630 5300 5300 5300 3383 3383 2531 2531 2531 1781 1781 3459 3459 4264
"OG0002180" 1979 4499 4499 4499 9275 9275 9275 397 397 397 3336 3336 3336 3999 3999 2693 2693 2693 2663 2663 2663 6497 6497 6497 15714 15714 3685 3685 3685 5142 5142 5537 5537 1533
"OG0002182" 2154 3134 3134 3134 6367 6367 6367 1772 1772 1772 5224 5224 5224 6069 6069 3916 3916 3916 3584 3584 3584 17100 17100 17100 19595 19595 2792 2792 2792 3772 3772 10967 10967 2105
"OG0002183" 1018 3764 3764 3764 8747 8747 8747 1808 1808 1808 3853 3853 3853 5147 5147 1369 1369 1369 12725 12725 12725 5476 5476 5476 5291 5291 1152 1152 1152 1429 1429 2871 2871 975
"OG0002184" 3241 2255 2255 2255 5451 5451 5451 2215 2215 2215 9392 9392 9392 6454 6454 5634 5634 5634 4513 4513 4513 9299 9299 9299 12971 12971 3513 3513 3513 8016 8016 4438 4438 2270
"OG0002186" 328 1954 1954 1954 4216 4216 4216 682 682 682 3803 3803 3803 1773 1773 974 974 974 7564 7564 7564 9833 9833 9833 7019 7019 455 455 455 6028 6028 4737 4737 1786
"OG0002187" 1270 2158 2158 2158 2839 2839 2839 2481 2481 2481 3464 3464 3464 2000 2000 3142 3142 3142 4547 4547 4547 3062 3062 3062 3915 3915 490 490 490 2022 2022 3863 3863 774
"OG0002188" 520 8174 8174 8174 8528 8528 8528 7731 7731 7731 15288 15288 15288 7481 7481 2675 2675 2675 8940 8940 8940 2737 2737 2737 15110 15110 13548 13548 13548 3768 3768 10112 10112 856
"OG0002189" 865 7076 7076 7076 3578 3578 3578 736 736 736 463 463 463 437 437 1438 1438 1438 4825 4825 4825 3111 3111 3111 16071 16071 1181 1181 1181 1169 1169 2673 2673 329
"OG0002191" 467 1450 1450 1450 9226 9226 9226 339 339 339 1887 1887 1887 507 507 1266 1266 1266 3042 3042 3042 1873 1873 1873 10931 10931 4323 4323 4323 3506 3506 3424 3424 721
"OG0002192" 1075 9460 9460 9460 5842 5842 5842 1288 1288 1288 4562 4562 4562 3816 3816 1929 1929 1929 4568 4568 4568 2801 2801 2801 19305 19305 1565 1565 1565 3886 3886 3014 3014 1623
"OG0002193" 648 1348 1348 1348 7360 7360 7360 9064 9064 9064 2544 2544 2544 799 799 5236 5236 5236 8294 8294 8294 16284 16284 16284 18719 18719 1827 1827 1827 1636 1636 1102 1102 1152
"OG0002194" 695 7436 7436 7436 2636 2636 2636 396 396 396 1457 1457 1457 1978 1978 851 851 851 464 464 464 1779 1779 1779 1280 1280 2254 2254 2254 2264 2264 7014 7014 1713
"OG0002195" 1161 5257 5257 5257 10266 10266 10266 4153 4153 4153 1732 1732 1732 2412 2412 9529 9529 9529 6766 6766 6766 4939 4939 4939 13717 13717 2250 2250 2250 2918 2918 24555 24555 1979
"OG0002196" 1250 2717 2717 2717 4698 4698 4698 2402 2402 2402 2313 2313 2313 1355 1355 2200 2200 2200 5040 5040 5040 10860 10860 10860 3705 3705 1173 1173 1173 1970 1970 2309 2309 1001
"OG0002199" 1249 7181 7181 7181 8987 8987 8987 363 363 363 2509 2509 2509 9730 9730 3148 3148 3148 9009 9009 9009 3791 3791 3791 7869 7869 8180 8180 8180 2919 2919 9822 9822 1103
"OG0002200" 2143 5009 5009 5009 9507 9507 9507 2055 2055 2055 4389 4389 4389 1367 1367 7208 7208 7208 8822 8822 8822 8207 8207 8207 8970 8970 2892 2892 2892 5262 5262 5767 5767 3200
"OG0002201" 388 3346 3346 3346 17978 17978 17978 2641 2641 2641 6687 6687 6687 1064 1064 1723 1723 1723 2951 2951 2951 12710 12710 12710 16886 16886 1716 1716 1716 3765 3765 6502 6502 3168
"OG0002206" 897 1972 1972 1972 7867 7867 7867 1114 1114 1114 2789 2789 2789 3962 3962 1165 1165 1165 7789 7789 7789 2675 2675 2675 24081 24081 1675 1675 1675 2065 2065 16568 16568 880
"OG0002208" 947 7143 7143 7143 3014 3014 3014 5025 5025 5025 2771 2771 2771 725 725 1535 1535 1535 5461 5461 5461 8554 8554 8554 9674 9674 3853 3853 3853 1124 1124 4883 4883 3034
"OG0002209" 2383 4461 4461 4461 7003 7003 7003 1746 1746 1746 6118 6118 6118 2888 2888 3115 3115 3115 3811 3811 3811 5255 5255 5255 6745 6745 450 450 450 4483 4483 2248 2248 3215
"OG0002212" 3877 17461 17461 17461 39656 39656 39656 12004 12004 12004 20495 20495 20495 14038 14038 7588 7588 7588 12409 12409 12409 44344 44344 44344 27385 27385 6426 6426 6426 6006 6006 30628 30628 3887
"OG0002213" 3123 1620 1620 1620 11534 11534 11534 1602 1602 1602 3149 3149 3149 4172 4172 2727 2727 2727 10926 10926 10926 1890 1890 1890 7008 7008 3953 3953 3953 3790 3790 4206 4206 2825
