"CCRYP_KC8782" "CDUBI_KC8779" "CDUBI_KC8780" "CDUBI_KC8781" "CGRAY_KC8769" "CGRAY_KC8770" "CGRAY_KC8771" "CHAMU_KC8582" "CHAMU_KC8601" "CHAMU_KC8602" "CNERT_KC8482" "CNERT_KC8483" "CNERT_KC8484" "CRUST_KC8774" "CRUST_KC8775" "CSETO_KC8659" "CSETO_KC8660" "CSETO_KC8661" "CTENE_KC8583" "CTENE_KC8585" "CTENE_KC8587" "OAUST_KC8577" "OAUST_KC8579" "OAUST_KC8580" "OINCO_KC8597" "OINCO_KC8598" "PFALL_KC8497" "PFALL_KC8498" "PFALL_KC8499" "PHORS_KC8784" "PHORS_KC8785" "PLUCI_KC8540" "PLUCI_KC8783" "PPALL_KC8786"
"OG0001997" 133.76 366.32 499.68 1755.29 642.31 380.65 2775.29 190 223 826 87.84 214.6 541.49 22 117 621.6 741.73 159.62 1146.98 1469.02 2060.93 72.52 167.05 60.21 2646.43 3460.72 1954 1258.37 558.77 1011.55 859.15 210.86 587.98 240.77
"OG0001999" 52 759.85 157 119.37 676.9 317.63 1831.07 10 24 26 325.78 231.81 1192.32 9 16 1168.87 287.5 683.68 82 77.01 94 23.82 145.08 43.83 314.78 667.23 5 48 84 324 331 637 200.05 111
"OG0002001" 154.9 102 92 34 72 67 157 14 132 90 139 101 166 0 15 336.78 102.36 155 256 210 119 97.27 192 254.06 759.75 163.89 6 63 29 542.27 60.69 135.99 333.72 49
"OG0002002" 228.06 1589.88 1259.01 885.89 836.75 411.96 748.07 668.6 364.37 2744.87 967.57 515.8 104.37 1420.01 329.62 739.99 295 254 192.64 144.17 0 24.62 2966.48 75 1625.44 1260.97 462.96 120.05 212 344.8 160 2087.96 673 391.21
"OG0002004" 98 420.33 429.71 0 373.22 237.44 989.19 63.27 108.38 255.07 308.86 338.06 471.29 57.91 506.08 280 183.45 140.02 558.61 474.97 200.16 226.85 694.12 395.01 2267.01 2549.31 430.6 384.34 256.66 459.2 342.81 493.91 213.88 353
"OG0002005" 378.79 78 234 230 151.91 103.12 370.74 30 14.86 106 18 17 111 40.64 276.03 128 87 287 269.89 159.03 207 131.03 596.74 353.57 514.41 1220.19 92 117 57.39 125 316 321 323 145.47
"OG0002007" 17.81 32.19 418.34 14.06 559.03 273.5 1499 31 82.84 157.64 40.04 83.49 87.39 110.34 516.68 106.92 49.24 83.79 48.3 176.78 0 87.28 426.59 284.9 626.95 935.72 247 185 102 278.27 295.92 28.16 229.18 985
"OG0002008" 466.17 425.41 466.15 474.29 286.39 197.56 1415.01 31 45 133 314.51 197.31 341.09 380.85 695.88 295.85 82 186 349.7 300.23 247.95 161.47 601.63 284.21 85.03 151.82 245.03 300.95 61.92 94.52 80.1 247.07 482 339.15
"OG0002009" 470 38 78 96 220 106 615 38 48 138 350 333 737 43 127 103 76 155.98 256.51 138.72 76.76 55 235 164 413.32 529.33 55 99 48 203 260 56.76 336.36 93
"OG0002011" 888 540 467.07 414 778.94 486 2068 76.71 15.26 255.59 693.87 1306.18 1217.11 139 915.63 152 165 118 902.26 646 345 93.52 326.49 135.52 1539.03 2454.83 1310 764.05 257.15 1051.16 1013.41 511.3 714 177.36
"OG0002012" 184.16 37.07 79.03 168.75 298.02 304.96 1801.25 30 19.55 82.77 132.95 75.12 343.51 452.85 1417.45 216.46 200.92 180 295.36 326.99 181.18 56 276.01 179 808.8 1201.82 404.9 245.38 186.22 158.7 242 178.97 251 115.99
"OG0002013" 65.89 169.46 621.75 515.46 271.01 261.13 1871.46 12.49 0 31.69 53.73 151.93 299.68 401 1351.42 33.38 104.88 39.02 765.66 800.48 392.67 41.65 341.65 223.58 763.66 2340.45 191.27 454.92 241.2 1069.01 2046.4 0 0 12.79
"OG0002015" 383 400.02 220.29 0 216.8 289.81 867.21 371 756 930 119 254 120 305 122 949.35 552.14 358.38 69.07 157.43 7.08 518.17 1075.8 363.55 4839.82 3703.65 78 252 440.97 312.83 227.7 226.57 594 512.05
"OG0002016" 706 1099.15 1311.79 1038.1 769.66 684.82 2812.06 126.67 121.97 608.82 788.67 826 1374.01 470.99 2334 800.77 729.25 643 215.23 289.45 200.87 0 436.67 143.75 1475.27 1745.95 953.82 912.37 317.9 1407.33 992.35 528.89 1421.6 616
"OG0002017" 1573 1564.32 584.1 214.2 519 359 1659.82 61 517.7 577 956.41 655.36 965 186 1251.08 891 396 227 23.97 37.79 0 296.68 512.27 44.49 194.24 66.6 542.73 255.53 309.46 1068.29 357.7 62 708 74.36
"OG0002018" 1079.19 330.77 247.11 338.69 923.27 615.86 2087.09 48.11 157.04 92.26 79.72 509.81 253.78 56.6 266.88 15.02 130.51 81.41 161.56 133.44 30.01 512.17 1950.74 1130.7 1008.09 1192.95 442.77 278.93 361.32 2167.91 1500.17 1313.54 2063.25 352.52
"OG0002019" 88.64 650.17 939.01 833.77 1251.43 729.56 3446.49 119 899.97 752.98 163.8 180.52 359.24 86 773.06 159.76 218.51 390.52 691.94 530.48 497.58 290.51 1957.35 1978.44 2507.3 2975.78 1788 644.42 442 521.47 466.13 504.03 1376.52 919.46
"OG0002020" 373 304.04 82.69 24.45 134.02 137.8 304.94 138.12 120.58 428.4 6.27 187.94 166.97 288 954 233 203.88 215 1773.73 1164.15 832.26 252.83 961.71 474.64 1141.47 1558.8 37.59 153.39 163.35 262.72 468.86 0 406.79 237.85
"OG0002022" 180.33 24 25 13 0 0 35.38 1 14 61 0 0 11.77 15 51.76 11382.5 7713.03 17175.97 438.54 471.73 172.84 31.1 67.63 37.8 147.84 164.48 80 240.7 118.59 2156.67 2617.27 29.72 0 559.06
"OG0002023" 613.64 956.19 885.25 616.13 1297.63 555.67 3266.59 254 374.02 715.18 386.58 794.84 1612.74 381 1202.92 528 284.52 177.24 593.01 464.97 480 218.9 720.63 457.46 788.95 1188.29 1086 750 535.1 520.92 207.43 244.55 1149.68 129.24
"OG0002039" 8 383 412.48 101.75 234 174 625 56 167 410 306 502.8 326 268.43 1065.22 401 301 255 875 513.08 403.56 203 1016 1260 1339 952 303 143 120.16 69 73 1034 167 46.12
"OG0002040" 88 42 76 31 124.73 96.63 568.89 27 41 78 40 38 152 51 394.37 62 43 55 107 106 134 27 120.65 91 273 377 17 31.2 44 368.34 389.01 120 424 94
"OG0002041" 142.29 1745 2553.78 2338.75 609 258.92 619 1500.93 1837.16 964 2141 4200 3953 468.26 489.28 733.79 1988.28 965 1856.83 1358.82 1767.55 806.91 1444.43 277.35 4027.64 1528.6 188.97 992.03 941.63 92.87 290.8 1151.51 242.13 519.88
"OG0002043" 56 36.14 130.35 63.05 63.47 58.04 304.8 10 20 43 75 83 149 24 133.11 89 65 84 166.16 85.81 55 32 110.01 109 301.72 430.16 3 23 14 198 148 77 157 70
"OG0002044" 8 94 102.78 120.09 139 66.99 478.73 1 0 20 61 18 57 182 279 15 9 0 91 149.27 133.68 18 45 38 63 158 324.1 385.52 273 17 80 89 272 38
"OG0002045" 15 678.6 295.34 275.22 286.74 206.73 560.93 17 0 32 38.4 177.88 128.77 86.81 816.5 88 80 53 556.02 364.98 354.77 96 176 101 67.42 175.82 425 342 160 161 113.78 66.53 374.44 71
"OG0002046" 10 89 122 86 39.65 10.22 77.24 33 42 160 86 133 102 0 13 90 52 103 496.68 295.97 127.29 48 195.68 105.65 779 739.27 18.12 25.24 17.15 56.1 57.95 33 112 19
"OG0002047" 77 237.23 240.45 323 82.13 25.13 237.04 19 40 85 116.44 156.02 179.84 38 235 85.04 66 60 167.46 144.75 157 33.41 44.39 69.52 43.07 189.17 141.5 217 157 143 197 138 349 131
"OG0002049" 0 39.48 66 18 44 25.74 104 0 57 66 3 33.6 12.82 0 49 44 22 61 41 13.09 22 45 158 136.48 147.8 197.12 7 8 3 85 74 43.62 37.63 13.03
"OG0002050" 97.04 159 201.95 206.09 221.82 109.87 636.31 8 40 109 32 78 100 30 212.41 204.16 100.59 144.1 187.96 196.95 165 82.91 276.24 178.06 631.56 734.8 76.67 60 23 142 157 192.07 230 28
"OG0002051" 80 103 134 118 216.63 22 207.74 22 89.04 123.66 155.11 108.64 236.53 12 81 1 11 22 127 108 86 36 185.5 115 388.01 652.89 16 24 5 193 95 24.75 155 36
"OG0002052" 36 24.86 146.34 36.54 111.24 73.24 492.07 45 74 192 63.12 48.38 381.31 19.84 205.85 215 203.32 151.59 390.57 338.63 87.93 75.65 182.72 152.9 493.21 522.12 110 104 101 181.42 163 74.93 4.51 230
"OG0002053" 36 79.01 86 55 90 111 350 24 116.26 132.48 82 61 102 8 91 30.71 7.31 18 127.05 77.63 122.14 35.08 114.16 128.94 41 3.86 71 77.83 46 44 23 79.45 230.88 51.76
"OG0002055" 32 94.37 230.17 156.68 48.57 23.14 32.64 3 16.89 12 19.28 19.33 61.34 21.17 331.5 39.68 40.48 65.1 37.12 177.98 0 53.3 226.35 103.28 69.16 73.45 66 45 18 161.42 172.38 61.99 101.99 243.33
"OG0002057" 19 4 7 2 24 11.05 189.13 32 171 130 3 8 9 3 199.76 3 28 0 52 73 74 0.39 71.66 86.42 51 134 108 65 10.44 51 70 41 107 64
"OG0002058" 152 383.03 333.29 248 270.95 178.81 1020.85 71 207 341 231.84 288.66 291.38 53 890 531 274 302 218.69 242.02 195.04 190 908.91 652 342.05 444.18 231.71 266.86 99.68 302 218 306.46 859 388
"OG0002059" 25 243.99 108.87 0 176.26 75.06 477.81 93.8 80.36 151.45 291 323 178 48.81 157.61 199 143 128.59 487.38 398.85 1049 207.38 499.43 371.61 431.77 618.04 62 59 114 25 12 95 89 27
"OG0002060" 219 85 103 156 108 73.02 405.02 0 8 37 64 50 122 97 557 158 154 128 86 78 87 24.81 77.71 45.24 951.8 1340.78 172 124 55 131 95 102.21 156 30
"OG0002061" 20 152.01 212 137 183.58 244.52 665.9 6 43.97 66.61 99 84 128.71 47 187 60 43 56 97.99 33.46 30.56 87 380 267 673.43 731.41 7 17 12 81 72 44 34.01 59
"OG0002062" 42 228 232 122 213.2 124.75 439.93 24 138 203 188 272 176 130.42 310.03 215.2 166.08 132.63 466.43 225.93 153.94 84.77 698.83 889.82 1179.18 891 628.97 381 300 195 120 922.38 324 298.04
"OG0002063" 12 12.1 64.94 208.16 69.26 73.99 153.96 12 8 12 57 72 138 51.36 51.53 202 116 32 215.33 130.46 94.08 28.03 77 32 133.38 103.68 61 66.98 30 70.12 51 51 26 20
"OG0002064" 5 30 50 60 53 31.82 185.73 18 24 61.99 16 38 59 8 20 16 6 29 61 60 76 21 83.06 62.78 249 331.21 12 32 4 41 80 54 67 23
"OG0002065" 80 115.82 172.62 52.82 229.52 68.43 600.58 43 243 321 182.72 334 462.37 104 214 38.7 0 191.7 2386.16 1474 781 72.82 446 300.3 939.18 510.88 0 208.72 93 36 157 712.09 178.75 31
"OG0002066" 32 92.25 40.59 7.75 137.35 42.73 198.32 0 30.54 38.32 100.46 9.3 38.6 0 10.69 85.49 47.38 76.35 73.31 77.13 22.02 17.64 28.34 27.23 99 94.74 61.77 88.78 118.71 60 109.38 42.67 18.03 43.18
"OG0002067" 116.84 70 236 110 141 65 440 13 6 32 77 569 197 39 123 103 111 116 152 138 131 65 119 164 462 528 84 107 31 68 124 58 133 146
"OG0002069" 0 66 172 104 32 0 48.08 67.28 397.47 578.16 26.85 15 35 91 212 396 195 273 403.45 352 184.53 263.63 498.46 244.48 608.39 483.64 28 153.01 84 64 33 101 83 116
"OG0002070" 29 363.55 385 371.11 428.19 113.01 493.29 19 58 32 220.96 346.37 275.91 66.84 105.85 111 33 103 76.77 133.05 18 104.85 258.12 159 471.79 538.4 86 138 105 159.32 138.26 128.29 116 133
"OG0002071" 80 159 255 233 357 160 956 46 42 234 41.03 136.59 200.78 103 407 85 118 146 300 253 215 108 545 347 0 123.08 179 61 56 411 431 159.8 228.75 197.99
"OG0002072" 121.05 131.42 214.68 89.87 183.67 51.29 639.83 46 46.84 210 86.68 128.13 95.94 95 353.25 102 80.82 110 198.55 131.3 156 72.96 273.35 146.05 430.71 484.77 194.58 225.93 91.46 186.57 67.73 174.65 397.42 242.06
"OG0002073" 212 248.14 302.21 287.14 404.88 239.93 935.92 16 43 135 406.72 401.61 495.83 105 384 188 144 91 135.84 114.53 188.07 164 450.38 241.98 823 1241 136 169 102 435.28 141.18 190.37 658.52 181
"OG0002074" 53.31 91.67 195.8 110.41 21.58 144.04 544.19 0 20 64.31 207.01 237.65 400 104 531.89 98 117 130 169 147 184 0 241.3 31.99 426.17 549.55 302 337 317 170 216 130 211 62
"OG0002075" 89 148.58 143.24 109.81 498.22 0 606.85 43 73 173 646 1025.21 376.44 2 94 116 70 69 97.67 78.44 58.85 45.84 219.29 208.39 337.73 385.27 29 33 27 115 154 246.6 583.01 174.59
"OG0002077" 50 186 205 207 14.15 43.98 424.34 33 19 68 196.44 562.25 481.3 84.64 286.93 101.52 54.77 0 189.32 204.58 145.89 115.16 123.63 342.67 390.82 566.54 77.46 91.81 56 144 169 123.09 220.04 79
"OG0002078" 63 375.39 183.2 96.1 408.74 201.11 691.15 36 86 98 314.85 696 454 161 469 210 211 233.72 366 371 167 35 151 142 200.51 375.73 421.78 355.66 197.34 96 195 194 181 48
"OG0002079" 90 184 214.01 145 518.92 0 727.73 3 7 37 557.64 597.43 499.75 64 256 59 46 54 285.38 328.29 83 81 348.7 221.64 1297.28 1854.04 160 108 44 780 359 83.7 181.92 99.55
"OG0002080" 18 31.25 31.94 0 1060.32 286.51 594.32 37.07 296 219.06 68.69 37.46 1010.87 0 6.77 15 50 13 86 80.99 1 86.56 654.29 1183.38 110.17 390.82 113 79 44 549 132 53.1 43 10
"OG0002081" 111 184.07 180.44 228.28 464.4 292 1294.01 78.03 214.27 257.03 63.46 81.03 410.46 454.67 260.57 590.82 339.44 243.38 485.06 490.67 552.41 151.08 345.32 282.96 411.49 488.23 164.36 566.85 265.06 278.52 306.61 118.49 0 58
"OG0002082" 57.03 156.61 164.59 213.78 295.6 105.13 899.27 20.6 92 166.7 287.8 174.36 397.21 49.23 552.46 309.78 200 248.42 388.78 342.04 232.55 119.52 430.95 205.08 604.59 1044.63 454.01 333.79 367 204.7 340.76 263.56 472.93 223.81
"OG0002084" 70 78 106.97 58.02 88 62.41 173 9 37 10 33 70 61 12.44 74 94 28 48 61.86 79.46 57 98.6 233.97 144.87 232 288.99 41 78 7 42 23 131 106 88
"OG0002085" 16 1140.19 772 1109.99 168.92 178.81 1398.54 1 34 48 24.01 82 122.85 0 486.81 32 6 17 498.1 510.5 655.79 49.93 208.71 292.77 470.68 486.84 138 67 30 176 122 186.71 430.33 25
"OG0002086" 23 125 118.99 154 119.99 108.99 375.88 9 0 18 133.75 170.84 335.52 150 277 52.6 27 26 288 197 199 40 132.21 91.85 292 310 90 98.38 52 75 74 75.58 144.08 17
"OG0002087" 168 340.99 304 186 1209.58 357.43 995.01 45.87 131.56 293 1000.54 396.3 445.14 2.35 426.02 796 320 171 165.77 164.07 195 88 340 209 157.29 168.3 673.15 165 90.19 1506.03 362.9 36.95 61.69 118
"OG0002088" 59 13.56 39.69 30.18 16.23 6.53 16.53 60 197.92 237.22 74.38 23.74 32.2 127 44 179 158.92 163.65 109.67 65.81 56 8.3 15.57 3.49 294.32 205.78 32 241.99 253.65 128 102 52.45 18.7 235
"OG0002089" 80 150 196.55 266 67.14 52.06 199.14 51 38 64 499 580 533.93 185 249.72 128 73 88.99 114.26 51.55 44.34 62 85.78 27.27 292 255 290 343 198.91 129 128.01 140.3 141.14 26
"OG0002091" 120 18.78 21.96 0 18.29 30.11 128 0 17 35 167.55 80.27 96.89 21 57.11 46 38 39 59 40 9 13.84 36.59 0 12.19 76.32 6 8 12 23.59 3.09 55 73 63
"OG0002092" 68 116 177 153 221.39 171.18 436.45 22 40 59.14 103 117 166 0 199.67 15 26 49 269.78 211.63 151 30 73.24 88.44 225.54 590.89 77 69.53 45 81.51 34.58 52 68 22
"OG0002093" 81 156.44 291.5 347.3 5.23 78.37 376.44 4 24 92.75 12 21 41 71 180.48 43.26 38.26 35 50.65 28.35 89.22 50.4 172.07 82.58 82.69 177.25 15 6.04 27 292.88 330 36.79 115 97.34
"OG0002094" 153 195.55 363.51 203.28 87.5 11.33 253.88 9 24 42 92 119 302 136 722.51 42 23 72 141.1 102.5 90 85 352.97 111.26 806.1 1477.23 81 193.99 47 309 542.01 195 630.33 156
"OG0002095" 24.51 126 154 183 207 69 214 15 42 48 163.42 182.99 240.95 22.4 120.21 148.07 146.8 31 241.53 151.34 101.9 48 142 107.44 223.83 279.41 46 59.59 0 244 146.66 99.8 106.26 184.32
"OG0002096" 203 147.44 84.62 190.64 142.93 79.3 363.08 46 42 93 35.47 149.42 264.74 111 182 226.07 237.46 179.6 496.64 362.56 192.89 27.08 174.18 130.7 63.45 298.63 246.44 248.74 386.04 166.37 222.68 27.19 24.47 72.68
"OG0002097" 568.12 718.4 860.23 905.78 491.12 251.49 1123.28 142 486.03 760.71 703.72 984.03 973.9 221 369.63 478.94 461.69 224 646.14 539.88 193.44 237.66 923.68 837 2147.74 2371.45 532.14 470.43 383 1095.98 953.18 1098.25 1307.99 499.5
"OG0002098" 156.81 47.4 0 27.67 1451.45 2620.99 7918.74 286.96 1703.31 1359.28 363.95 199.46 199.61 58.95 955.25 170.28 530.91 252.35 740.31 720.85 613.34 20.6 125.01 14.72 89.28 52.21 54.85 41.82 15.85 0 0 9.47 25.27 176.87
"OG0002099" 71.13 116.48 66.56 79.98 56 63 231 4 19 9 55 72 119 45 138 207 101 110.67 97.23 115 122 142 185 85 408.11 349.01 56.11 45.8 37 153 122 202 321.99 19
"OG0002100" 124 600.96 409.43 126.51 459.25 202.64 920.54 120.97 431.61 632.22 94.52 122.35 200.23 0 68 235.36 208.02 77.35 179.84 139.78 164.98 169.14 480.7 116.47 1236.05 967.18 33.37 39.38 19 720.02 415.65 393.41 481.03 167
"OG0002101" 2215.53 2092.22 2386.69 2393.05 1146.88 906.3 4126.09 807.29 1149.56 1859.22 1204 1931 2428 1159.04 2464.77 2890.21 2752.34 1541.68 3930 3722 3277 1006 5868.23 3326.38 6303.9 5693.01 2759 3439 1851.75 724.58 914.17 5866.05 3056.63 3112.87
"OG0002102" 115 162.87 206.88 204.29 732.72 339.79 1414.62 54.15 103.81 243 233.33 287.8 520.91 47.42 154.78 46 68 82 346.32 306.1 224.99 132.72 428.81 208.41 576.25 687.86 219.78 208.01 127 460 393 182.07 539.35 371
"OG0002103" 176 23.98 127.05 54.82 40.67 80.02 327.08 11.06 3.96 20.97 4 0 4 15 311.99 211 97.01 98.01 168.49 134.67 157.02 67.21 238.28 260.92 292.06 287.7 111 146.38 147.47 82 60 47 100 230
"OG0002104" 389.3 938.15 1207.4 661.06 315.81 61.9 106.97 1016.55 3824.56 3521.21 206.13 450.97 75.63 1159.72 3065.69 497.6 1257.41 878.21 3600.14 3430.07 3818.09 284.16 477.09 108.91 1254.78 1110.91 201.3 45.83 1046.94 342.89 573.91 220.77 868.89 2763.66
"OG0002105" 298.22 182.21 110 108.29 330.24 177.45 880.09 31 73 237 275 141 302 15.11 0 279.92 241.48 108 76 78.53 116 67.44 274 203 704.56 631.21 115 45 34 443.41 332 185.41 456 217
"OG0002106" 165.05 295 254.99 226 369.07 155.34 562.22 25 26 107.85 544.84 539.54 531.33 40 286 140.75 109.59 105 333 230.67 268 107 398.99 325.94 771 1317.97 274 214 165 524 167.19 173 491.01 185.61
"OG0002108" 780.91 6880.07 1461 772.51 101 54 388.99 43 483.5 66 4 37 66.44 223.48 741 1743 312.9 244 587 169 1110 154 356 247 1182.1 380.56 1 17.52 39 3565.6 600.14 1592.99 2751.99 293.41
"OG0002109" 168 225 251 230 379.64 174.13 938.78 41 59 159 324.36 409.25 475.18 22 299.93 128 93 157 123 142 70 62.82 326.55 169.34 513.87 640.28 146.24 164 61 300.98 272.96 134.84 257.21 169.5
"OG0002110" 243 479.6 405.26 415.67 1051.85 68.97 1121.07 18 48 130 1022.88 2026.53 1643.61 0 535 399.45 301.57 138.94 598 365.63 375.05 132.71 557.77 308 839.03 1063.68 815.99 221.72 163.44 706.66 617 470.48 376.86 948.7
"OG0002111" 136 419.16 528.09 565.42 95.22 0 0 65 169 321 653.54 1001.6 1084.69 114 783.03 127 73 40 232.85 255.95 223.37 118.11 627.31 437.08 1257.82 1675.61 462 258 165 75.28 75.26 29.1 583.76 303
"OG0002114" 183.57 33.14 156.94 89.18 121.04 59.11 575.55 50.31 59 170.34 168 175.31 393.89 69.06 251.49 118 61 47 320.7 310.67 212.48 16.9 202.53 30.62 0 86.6 104 113.11 99 216.83 515.43 0 38.81 235.61
"OG0002116" 386.01 1016 1436 1321 586.06 318.38 2714.87 206.12 518 684.69 596.99 479 1079 64.45 518.84 722 506 604 747.99 707.75 1007 154 942 446 822.58 1239.42 91.74 59.82 0 616.26 952.75 198.13 569.76 688
"OG0002117" 482 157.23 259.57 525.83 26.85 105.22 240.62 89.7 97.25 265.72 126 54.72 417.37 451.29 395.88 440.33 312.98 303.07 691.79 629.75 237 116 232.61 289 1300.11 1606.59 144.99 482.5 265.69 169.37 166.61 480.21 275.27 499.09
"OG0002119" 52.01 283.61 0 138.82 532.36 66 669.69 11 88 192 132.79 29.16 592.26 0 338.96 139.33 112 48 359.03 200.8 107.13 106.89 374.61 206.32 1249.95 2030.59 55 81 73 1371.47 799.83 345.23 1142.58 435.49
"OG0002120" 41.86 18.37 238.22 221.08 53.4 49.61 307.35 0 5 40.02 10.23 0 54.54 75.06 112.89 104.26 64.03 97.2 121.06 135.69 148.7 36.85 182.28 257.96 153.93 550.96 54.59 118.84 84 138.83 188.58 154.01 153.53 176
"OG0002123" 245.83 567.78 555.77 445.56 122.2 110.5 670.41 32.08 70 143.11 240.85 364.44 619.42 0 265.4 388 260 285 472.08 554.84 274.57 37.58 198.45 87.47 1739.14 2242.34 161.41 217.51 137.8 584.11 550.08 549.88 669.14 264.01
"OG0002124" 1052.35 564.1 408.37 81.19 250.39 264.69 1330.53 0 40.02 0 461.91 280.24 2460.11 734.42 1998.7 182.74 586.83 245.04 176.23 172.26 110.8 0 201.6 57.3 1642.08 2555.82 2202.49 1778.06 1504.72 1084.87 1247.1 319.65 2040.51 233.84
"OG0002127" 1355.8 429.09 652.26 446.55 678.58 397.9 1347.26 109.38 412.86 1323.65 231.67 141.02 729.87 163.76 647.46 1795.57 1566 1558.29 662.61 113.22 49.36 423.26 1489.82 1036.27 1916.18 1302.8 1973.83 1654.24 866.55 1553.56 1970.58 1826.99 1351.3 1103.67
"OG0002128" 8 151 145.01 62 112 50.96 320.51 7 3 6 55 37 109 8 343.4 31 63 67 72 77 62 2 31 25 173.6 168 215 187 66 93.8 121 24 72.58 55
"OG0002129" 731.25 66.78 190.8 208.65 199.22 122.27 1185.2 56 77 213 211.03 143.39 394.58 125.97 541.64 440.74 348.67 205.91 427.84 509.45 375.43 108.52 372.38 264.76 648.98 856.82 262.92 235.27 120.83 645.15 1119.56 365.13 1007.14 992.72
"OG0002149" 128 223 195 291 265 136 571 15 107 235 297 541 444 101 385 374 209 183 679 760 557 230 849 482 1667 1469 416 240 215 420 303 412 402 235
"OG0002150" 80 412 457 339 320 219 1019 86 256 233 430 280 638 24 404 292 174.99 44 398 302 432 85.98 501.85 168.92 964.76 1178.67 52 37 17 57 45 219 172 96
"OG0002152" 25 231 186 198 68.72 69.78 506.13 4 27 45 178 212 393 16 27.04 76 59 15 141.05 143.96 87 25.3 50.17 0 653.62 878.82 43 32 15 421.43 232.37 107.75 323.04 55
"OG0002154" 0 91.94 101.34 165.99 42.72 28.25 106.69 10 2 24 41.39 40 65 0 9 34.98 42 64 97.12 105.79 56.5 21 35 56 124.2 177.86 73.58 60.76 34 34 19 44 23 6
"OG0002155" 135 125 144 118 309.64 163.09 894.42 12 57 49 92.53 129.7 81.35 44.78 358.34 26.69 38 48 145.27 154.42 177.04 35.46 323.67 92.51 731.42 826.11 36 13 16 544.04 361.46 35 143 59
"OG0002156" 35 289.59 436.98 0 188.41 146.99 594.92 20 41.62 143.64 149.08 319.11 371.07 79 182.01 213.69 115.4 113 352.27 285.7 221.29 154.99 616 438 1028.39 1343.86 134.74 170 61.98 224.57 228 403.59 173.04 105
"OG0002157" 8 33.58 33 17 21.08 5 44 5.92 42.34 41.26 8.05 0 11.33 14 45 30 29 7 9.88 5.05 13.57 7.84 41.82 39 61.18 11.9 52.98 14.58 9.51 60.98 55 34 43.04 24.67
"OG0002159" 16 81 112 55 140.71 53.64 289.09 0 0 25 113 174 190 17 112 51.63 41 36 77 79.71 44.08 62 237.49 172.83 341.93 398.97 41.26 115.59 53.9 148 70 93 187 28
"OG0002161" 89 211 329 496 116 79.02 458.55 133 155 355.19 365.99 326 876.83 431.61 680.54 87 37 36 849.16 646 586 94 505 210.17 718.34 860.36 135 119 42 18 51 45 95 53
"OG0002162" 57.97 139.88 193.3 163.42 75.25 95.98 283.49 34 103.42 157 107.97 162.56 158 33 59 182.5 86.74 69.91 281.03 88.22 92.94 70.78 336.46 162.88 488.49 539.47 186.22 179.67 126.93 48.2 104.79 142 139 43.4
"OG0002163" 56 207.4 91.75 82.37 373.75 203.66 548.04 49 144 239 77.65 232.38 316.87 113.41 262.13 136 88 150 331 315 192 15.05 310.86 13.73 53.97 122.72 309.96 285.73 138.54 177 121 210 274.54 62
"OG0002164" 13 533 391.92 359.13 119.16 9.64 968.31 112 111.28 305 196.51 121 190.17 237 263.3 138 87 77 458.46 338.68 466 60.29 236.09 141.32 946.51 742.84 91 105 36 85 92 43.97 159 50
"OG0002165" 45 146.13 218 103.45 138.71 105 306.64 14 19 58 9.34 2.68 24.86 16.63 147.29 19 18 13 101 126 108 65 187 129 186.97 332.29 224 171.51 74 254.99 272 69 86 83
"OG0002166" 105 157.91 92.44 190.04 350.58 44.68 526.29 119 86 105 510.89 931.01 739.67 241 213.89 262 150 177 1045.52 1123.21 351.54 67.78 384.13 216.53 704.12 467.08 379 309.22 256.23 207 167 211.02 120.94 31
"OG0002167" 155 197.33 326 104.66 208.57 14.85 343.35 24 94 253 357 649 337 34 200 145.09 110 63 168.47 240 175 98.22 434.63 154.73 938 1280 119 98 115 422 125 198 383 110
"OG0002168" 43 265.38 268.68 152.33 282.56 144.53 555.25 9 67 104.79 921.15 912.47 1110.84 56 85 55 59 57 334.01 204 108.01 112.01 478.73 492.24 745.57 691.78 128 99 62 676 323 429.29 1283.29 168
"OG0002169" 153 92.33 140.93 147.19 252 114 590 13 67 143 296 390 379 53 266 169.56 73.64 113.85 147.55 127 131 90 262 172 496.4 551.85 388 278.94 206.36 157 107 164 218 35
"OG0002170" 98 90.65 50 153 88 46 314 27.59 37.88 68.85 0 128 105.25 6 60.29 102 75 60 417.26 343.68 217.66 144.03 674.55 328.61 33.71 80.5 72.54 74 19 74 68 192 119 7
"OG0002172" 87.79 516.97 651.83 691.11 47.52 7.52 522.86 16 31.98 120.64 232 142.95 309.2 447.35 1532.68 142 81.92 149.53 147.67 143.27 241.17 100.72 521.56 0 611.62 976.53 1205.89 740.66 405.51 204.37 200.7 296.97 0 208
"OG0002174" 22 62.63 84.22 71 74 30.6 190 3 14 21 32 32 54 38.9 227.02 6 15.13 21 211.03 139.83 133 55 156 77 337.01 534.99 108.72 105.63 163.19 154 149.94 65 121 112
"OG0002175" 18 221.62 241.82 184 89.55 67.43 378.85 6 6 37 204.53 27.86 81.32 143 371 56 48 62 190.44 190.65 98.99 79 164 160 297.48 345.37 555.1 496.74 171.18 319.33 419.01 229.7 332 271.99
"OG0002179" 24.03 311 455.17 395.02 363.21 59.28 479.98 61 180.42 335.63 429.24 492.28 492.63 63 148 425.46 346.01 305.01 27.89 38.96 4.94 100 592 582 234.3 164.17 362 200 101 177.54 63.7 159.08 677.85 171.87
